1616,65,A,SFD ATG,Announcement Talkgroup,Fire-Talk,Seattle Fire,2
1648,67,A,SFD Ch 1,Ch 1 Primary Fire Response,Fire-Tac,Seattle Fire,2
1680,69,A,SFD Ch 2,Ch 2 Secondary Fire Response,Fire-Tac,Seattle Fire,2
1712,06b,A,SFD Ch 3,Ch 3 Tertiary Fire Response,Fire-Tac,Seattle Fire,2
1744,06d,A,SFD Disp,Ch 4 Dispatch Fire,Fire Dispatch,Seattle Fire,2
1776,06f,A,SFD Disp 2,Ch 5 Direct Dispatch Channel,EMS-Tac,Seattle Fire,2
1808,71,A,SFD EMS 6,Ch 6 EMS Primary Response,EMS-Tac,Seattle Fire,2
1840,73,A,SFD Cmnd 11,Ch 11 Fire Command Support,Fire-Talk,Seattle Fire,2
1872,75,A,SFD Cmnd 12,Ch 12 Fire Command Support,Fire-Tac,Seattle Fire,2
1904,77,A,SFD MyDy Tac,Fire Mayday Tactical,Fire-Tac,Seattle Fire,2
1936,79,A,SFD RIT,Fire Rapid Intervention Team,Fire-Tac,Seattle Fire,2
1968,07b,A,SFD AMB,Fire Ambulance Requests,EMS-Tac,Seattle Fire,2
2000,07d,A,SFD Med1 Doc,Medic One Doctor,EMS-Tac,Seattle Fire,1
2032,07f,A,SFD Trma Doc,Trauma Doctor,EMS-Tac,Seattle Fire,2
2064,81,A,SFD Cmnd13,13 Command Support,Deprecated,Seattle Fire,2
2096,83,A,SFD M/P,Fire Multipurpose,Fire-Tac,Seattle Fire,2
2128,85,A,SFD Emerg,Fire Emergency,Fire-Tac,Seattle Fire,2
2160,87,A,SFD Invest,Investigations,Deprecated,Seattle Fire,2
2192,89,A,SFD FAC,Fire Alarm Center Administration,Fire-Talk,Seattle Fire,2
2224,08b,A,SFD AIR,Airlift Northwest,EMS-Tac,Seattle Fire,2
2256,08d,A,SFD RMC/EOC,EOC / Fire Coordination,Emergency Ops,Seattle Fire,2
2288,08f,A,SFD Bat 2,Battalion 2,Fire-Talk,Seattle Fire,2
2320,91,A,SFD Bat 3,Battalion 3,Fire-Talk,Seattle Fire,2
2352,93,A,SFD Bat 4,Battalion 4,Fire-Talk,Seattle Fire,2
2384,95,A,SFD Bat 5,Battalion 5,Fire-Talk,Seattle Fire,2
2416,97,A,SFD Bat 6,Battalion 6,Fire-Talk,Seattle Fire,2
2448,99,A,SFD Bat 7,Battalion 7,Fire-Talk,Seattle Fire,2
2480,09b,A,SFD Ops,Operations,Fire-Tac,Seattle Fire,2
2512,09d,A,SFD Cmd 13,Ch 13 Command Support,Fire-Talk,Seattle Fire,2
2992,0bb,A,SFD Trn 1,Training 1,Fire-Talk,Seattle Fire,2
3024,0bd,A,SFD FMO,Fire Marshall Office,Fire-Talk,Seattle Fire,2
3056,0bf,A,SFD Serv,Fire Services,Fire-Talk,Seattle Fire,2
3088,0c1,A,SFD Event 14,Event 14,Fire-Talk,Seattle Fire,2
3120,0c3,A,SFD Event 15,Event 15,Fire-Talk,Seattle Fire,2
3184,0c7,A,SFD EOC,Emergency Operations Center,Deprecated,Seattle Fire,2
3216,0c9,A,SPD ATG,Announcement Talk Group,Law Talk,Seattle Police,2
3248,0cb,A,SPD W,Dispatch West,Law Dispatch,Seattle Police,2
3280,0cd,A,SPD N,Dispatch North,Law Dispatch,Seattle Police,2
3312,0cf,A,SPD S,Dispatch South,Law Dispatch,Seattle Police,2
3344,0d1,A,SPD E,Dispatch East,Law Dispatch,Seattle Police,2
3408,0d5,A,SPD Data,Data,Law Talk,Seattle Police,2
3440,0d7,A,SPD Tac 1,Tactical 1,Law Tac,Seattle Police,1
3472,0d9,A,SPD Tac 2,Tactical 2,Law Tac,Seattle Police,1
3504,0db,A,SPD Tac 3,Tactical 3,Law Tac,Seattle Police,1
3536,0dd,A,SPD Tac 4,Tactical 4,Law Tac,Seattle Police,1
3568,0df,A,SPD Event 1,Event 1,Law Talk,Seattle Police,1
3600,0.00E+00,A,SPD Emerg,Emergency Button Talk Group,Law Tac,Seattle Police,1
3632,0.00E+00,A,SPD Tac E,Tactical East,Law Tac,Seattle Police,1
3664,0.00E+00,A,SPD Tac S,Tactical South,Law Tac,Seattle Police,1
3696,0.00E+00,A,SPD Tac N,Tactical North,Law Tac,Seattle Police,1
3728,0.00E+00,A,SPD Tac W,Tactical West,Law Tac,Seattle Police,1
3760,0eb,A,SPD INV TAC1,Investigative Tactical 1,Law Tac,Seattle Police,1
3792,0ed,A,SPD INV TAC2,Investigative Tactical 2,Law Tac,Seattle Police,1
3824,0ef,A,SPD CTR 1,Center 1,Law Talk,Seattle Police,1
3856,0f1,A,SPD CRT 2,Center 2,Law Talk,Seattle Police,2
3888,0f3,A,SPD Cmnd 1,Command 1,Law Talk,Seattle Police,2
3920,0f5,A,SPD Cmnd 2,Command 2,Law Talk,Seattle Police,2
3952,0f7,A,SPD Cmnd 3,Command 3,Law Talk,Seattle Police,2
3984,0f9,A,SPD Cmnd 4,Command 4,Law Talk,Seattle Police,2
4016,0fb,A,SPD Cmnd 5,Command 5,Law Talk,Seattle Police,2
4048,0fd,A,SPD Harbor,Harbor Patrol,Law Tac,Seattle Police,1
4080,0ff,A,SPD ITS,Information Technology Support,Law Tac,Seattle Police,2
4112,101,A,SPD Narc 2,Narcotics 2,Law Tac,Seattle Police,1
4144,103,A,SPD Narc 3,Narcotics 3,Law Tac,Seattle Police,2
4176,105,A,SPD NTF,Narcotics Task Force,Law Talk,Seattle Police,1
4208,107,A,SPD VICE 1,Vice 1,Law Talk,Seattle Police,2
4240,109,A,SPD VICE 2,Vice 2,Law Talk,Seattle Police,2
4272,10b,A,SPD CIS 1,Criminal Investigation Services 1,Law Talk,Seattle Police,2
4304,10d,A,SPD CIS 2,Criminal Investigation Services 2,Law Talk,Seattle Police,2
4336,10f,A,SPD EM RESP1,Emergency Response Team 1,Law Talk,Seattle Police,2
4368,111,A,SPD EM RESP2,Emergency Response Team 2,Law Talk,Seattle Police,2
4400,113,E,SPD HOS N1,Hostage Negotiator 1,Law Talk,Seattle Police,1
4432,115,E,SPD HOS N2,Hostage Negotiator 2,Law Talk,Seattle Police,1
4464,117,A,SPD INTERNAL,Internal Investigation,Law Talk,Seattle Police,2
4496,119,A,SPD Trng 1,Training 1,Law Tac,Seattle Police,2
4528,11b,A,SPD Trng 2,Training 2,Law Tac,Seattle Police,2
4560,11d,A,SPD Trng 3,Training 3,Law Tac,Seattle Police,2
4592,11f,A,SPD Trng 4,Training 4,Law Tac,Seattle Police,2
4624,121,A,SPD Trng 5,Training 5,Law Tac,Seattle Police,2
4656,123,A,SPD Trng 6,Training 6,Law Tac,Seattle Police,2
4784,12b,A,SPD Cmnd 6,Command 6,Law Talk,Seattle Police,2
4848,12f,A,SEA CEN 1,Center 1,Business,Seattle Center,2
4880,131,A,SEA CEN 2,Center 2,Business,Seattle Center,2
4912,133,A,SEA CEN 3,Center 3,Business,Seattle Center,2
4944,135,A,SEA CEN 4,Center 4,Business,Seattle Center,2
4976,137,A,SEA CEN 5,Center 5,Business,Seattle Center,2
5008,139,A,SEA CEN 6,Center 6,Business,Seattle Center,2
5168,143,A,KC EsdDasT,DAS Telecom Services,Emergency Ops,Seattle Public Works,2
5200,145,A,KC EsdDasM,ESD DAS Facility Maintenance,Emergency Ops,Seattle Public Works,2
5488,157,A,SeattlePrks1,Parks 1,Public Works,Seattle Public Works,2
5520,159,A,WoodPaZoo,Woodland Park Zoo,Public Works,Seattle Public Works,2
5552,15b,A,KC Anml Ctl,Animal Control,Public Works,Seattle Public Works,2
5584,15d,A,StlCrtSecrty,Municipal Court Security,Security,Seattle Public Works,2
5648,161,A,ESD treasure,ESD treasurer,Public Works,Seattle Public Works,2
5776,169,A,SeattlePrks2,Parks 2,Public Works,Seattle Public Works,2
5808,16b,A,Sea ParksRec,Recreation,Public Works,Seattle Public Works,2
5968,175,A,KC EOC OEM1,Office of Emergency Management 1,Emergency Ops,Seattle Public Works,2
6032,179,A,KC EOC Ops,Operations - 1,Emergency Ops,Seattle Public Works,2
6064,17b,A,KC EOC Ops 1,Emergency Operations,Emergency Ops,Seattle Public Works,2
6224,185,A,KC ESD Centr,ESD Operations Center,Emergency Ops,Seattle Public Works,2
6288,189,A,SDAS Fleet,SDAS fleet svcs,Public Works,Seattle Public Works,2
6448,193,A,Sea WtrShd1,Watershed,Public Works,Seattle Public Works,2
6480,195,A,Sea W&S,Water & Sewer,Public Works,Seattle Public Works,2
6512,197,A,Sea WtrShd2,Watershed 2,Public Works,Seattle Public Works,2
6544,199,A,Sea Wtr 4,Water 4,Public Works,Seattle Public Works,2
6576,19b,A,Sea Wtr 5,Water 5,Public Works,Seattle Public Works,2
6608,19d,A,Sea Wtr 6,Water 6,Public Works,Seattle Public Works,2
6640,19f,A,SPU Wtr 7,Water 7,Public Works,Seattle Public Works,2
6768,1a7,A,Sea Evnt1,Event 1,Multi-Tac,Seattle Public Works,2
6800,1a9,A,Sea Evnt2,Event 2,Multi-Tac,Seattle Public Works,2
6864,1ad,A,Sea Evnt4,Event 4,Multi-Tac,Seattle Public Works,2
7088,1bb,A,SeaEngDrains,Engineering - Drains,Public Works,Seattle Public Works,2
7120,1bd,A,SEATRAN Main,Seatran ST Maintenance,Public Works,Seattle Public Works,2
7152,1bf,A,SEATRAN Brdg,SEATRAN Bridges,Public Works,Seattle Public Works,2
7184,1c1,A,SeaEngSan,Engineering - Sanitation,Public Works,Seattle Public Works,2
7216,1c3,A,SEATRAN,SEATRAN Traffic,Public Works,Seattle Public Works,2
7632,1dd,A,SPU Eng,SPU Engineering,Public Works,Seattle Public Works,2
7760,1.00E+05,A,KC EOC to HR,Link to Human Services,Emergency Ops,Seattle Public Works,2
8720,221,A,Sea Schl NW,Schools NW,Schools,Seattle Public Schools,2
8752,223,A,Sea Schl Sec,Schools Security,Security,Seattle Public Schools,2
8784,225,A,Sea Schl N,Schools N,Schools,Seattle Public Schools,2
8816,227,A,Sea Schl S,Schools S,Schools,Seattle Public Schools,2
8848,229,A,Sea Schl SW,Schools SW,Schools,Seattle Public Schools,2
8944,22f,A,KC EOC HR 1,Link to Human Services 1,Emergency Ops,Seattle Public Works,2
9072,237,A,KC Health,Health Department,Emergency Ops,Seattle Public Works,2
9232,241,A,UW PD Disp,Dispatch Main,Law Dispatch,University Of Washington Police,2
9264,243,A,UW PD Tac,Tactical,Law Tac,University Of Washington Police,2
9296,245,A,UW PD Admin,Administration,Law Talk,University Of Washington Police,2
15984,3.00E+07,A,Newcatle PW,Public Works,Public Works,Newcastle,2
16624,40f,A,Shor DPW,Public Works,Public Works,Shoreline,2
16656,411,A,Shor DPW Shr,Shoreline Public Works,Public Works,Shoreline,2
17264,437,A,Shor City,Shoreline City,Interop,Shoreline,2
17584,44b,A,Bell SchWide,Schools - Wide,Schools,Bellevue,2
17616,44d,A,Bell SchNet2,Schools - NET2,Schools,Bellevue,2
17648,44f,A,Bell SchNet1,Schools - NET1,Schools,Bellevue,2
17680,451,A,Bell SchMain,Schools - Maintenance,Schools,Bellevue,2
17712,453,A,Bell SchSEc,School - Security,Schools,Bellevue,2
17744,455,A,Bell SchBuse,School - Buses,Schools,Bellevue,2
17776,457,A,Bell SchComn,School - Common,Schools,Bellevue,2
17808,459,A,BotPd Invest,Police - Investigations,Law Talk,Bothell,2
17840,45b,A,BotPd Rec,Police - Records,Law Talk,Bothell,2
17936,461,A,Red Bld Insp,Public Works - Building Inspectors,Public Works,Redmond,2
18160,46f,A,RedDPWDrain1,Public Works - Drains 1,Public Works,Redmond,2
18288,477,A,RedDPWDrain2,Public Works - Drains 2,Public Works,Redmond,2
18352,47b,A,Red Citywide,Citywide,Multi-Tac,Redmond,2
18384,47d,A,Red PD Tac 2,Police Tactical 2,Law Tac,Redmond,2
18416,47f,A,Red PD Tac 1,Police Tactical 1,Law Tac,Redmond,2
18448,481,A,Red PD Admin,Police Administration,Law Talk,Redmond,2
18480,483,A,Red PD Inv,Police Investigations,Law Tac,Redmond,2
18512,485,A,Red PD Traff,Police - Traffic,Law Tac,Redmond,2
18544,487,A,Red PD Disp,Police - Dispatch,Law Dispatch,Redmond,2
18576,489,A,Red FD Com,Fire Communications,Fire-Talk,Redmond,2
18608,48b,A,Red FD Prev,Fire - Prevention,Fire-Talk,Redmond,2
18672,48f,A,MI Parks,Parks,Public Works,Mercer Island,2
18704,491,A,MI PW,Public Works,Public Works,Mercer Island,2
18736,493,A,MI F Admin,Fire Admininstration,Fire-Talk,Mercer Island,2
18864,49b,A,MI PD Tac,Police Tactical,Law Tac,Mercer Island,2
18896,49d,A,MI PD Record,Police Records,Law Tac,Mercer Island,2
18928,49f,A,NC Pol 2,Police Dispatch 3 (Future),Law Dispatch,NORCOM,2
18992,4a3,A,LFPPD Tac,Police Tactical,Law Tac,Lake Forest Park,2
19024,4a5,A,LFPPD Disp,Police Dispatch,Law Dispatch,Lake Forest Park,2
19056,4a7,A,KI Citywide,Citywide,Interop,Kirkland,2
19088,4a9,A,KI Parks,Parks,Public Works,Kirkland,2
19120,4ab,A,KI Buildings,Buildings,Public Works,Kirkland,2
19152,4ad,A,KI PW,Public Works,Public Works,Kirkland,2
19184,4af,A,KI Eng,Engineering,Public Works,Kirkland,2
19280,4b5,A,KIPD Rec,Police Records,Law Talk,Kirkland,2
19312,4b7,A,NC CC 3,Police Car to Car 3 (Future),Law Talk,NORCOM,2
19344,4b9,A,NC Tac 3,Police Tactical 3 (Future),Law Tac,NORCOM,2
19376,4bb,A,KIPD Tac 1,Police Tactical 1,Law Tac,Kirkland,2
19408,4bd,A,NC CC 2,Police Car to Car 2 (Kirkland/Mercer Island),Law Talk,NORCOM,2
19440,4bf,A,NC Tac 2,Police Tactical 2 (Kirkland/Mercer Island),Law Tac,NORCOM,2
19472,4c1,A,NC Pol 2,Police Dispatch 2 (Kirkland/Mercer Island),Law Dispatch,NORCOM,2
19504,4c3,A,KI Fire Admn,Fire Department Administration,Fire-Talk,Kirkland,2
19536,4c5,A,Iss CityWide,Citywide,Interop,Issaquah,2
19600,4c9,A,Iss Parks,Parks,Public Works,Issaquah,2
19792,4d5,A,IPD Tac 2,Police - Tactical 2,Law Tac,Issaquah,2
19824,4d7,A,IPD Tac 1,Police - Tactical 1,Law Tac,Issaquah,2
19888,4db,A,IPD Disp,Police - Dispatch,Law Dispatch,Issaquah,2
19920,4dd,A,Shor FD Admn,Fire - Administration,Fire-Talk,Shoreline,2
19952,4df,A,Woodnvl PW,Public Works,Public Works,Woodinville,2
19984,4.00E+01,A,NorS FD Admn,North Shore Fire Administration,Fire-Talk,King County Fire Districts,2
20048,4.00E+05,A,CH Pnts C/C,Clyde Hill / Points Car to Car,Law Talk,Clyde Hill Police Department,2
20144,4eb,A,Bot Parks,Parks,Public Works,Bothell,2
20176,4ed,A,BotPd Tac,Police - Tactical,Law Tac,Bothell,2
20208,4ef,A,BotPD Disp,Police - Dispatch,Law Dispatch,Bothell,2
20240,4f1,A,Bell Main,Maintenance,Public Works,Bellevue,2
20256,4f2,A,Bell ?,Bellevue ?,Schools,Bellevue,2
20272,4f3,A,Bell Golf Mt,Golf Course Maintenance,Public Works,Bellevue,2
20368,4f9,A,Bell Streets,Streets,Public Works,Bellevue,2
20400,4fb,A,Bell St Dsp,Streets - Dispatch,Public Works,Bellevue,2
20432,4fd,A,Bell Wtr Dsp,Water - Dispatch,Public Works,Bellevue,2
20464,4ff,A,Bell WA Sew,Water & Service,Public Works,Bellevue,2
20496,501,A,Bell PW Code,Works - CODE,Public Works,Bellevue,2
20528,503,A,Bell PW TTac,Works - Trans Tactical,Public Works,Bellevue,2
20560,505,A,Bell PW Srvy,Works - Survey Crews,Public Works,Bellevue,2
20592,507,A,Bell ECS,Electronics Communications Service,Public Works,Bellevue,2
20624,509,A,Bell Trans,Transportation,Transportation,Bellevue,2
20880,519,A,Bell CityW2,Citywide 2,Interop,Bellevue,2
20912,51b,A,Bell CityW1,Citywide 1,Interop,Bellevue,2
21072,525,A,NC Admin,Administrative - NORCOM Staff,Public Works,NORCOM,2
21104,527,A,NC Tac 15,Police Tactical 15,Law Tac,NORCOM,2
21136,529,A,NC Tac 14,Police Tactical 14,Law Tac,NORCOM,1
21168,52b,A,NC Tac 16,Police Tactical 16,Law Tac,NORCOM,2
21200,52d,A,NC Tac 13,Police Tactical 13,Law Tac,NORCOM,2
21232,52f,A,NC CC 1,Police Car to Car 1 (Bellevue/Clyde Hill/Medina),Law Talk,NORCOM,2
21264,531,A,BPD Train,Police - Training,Law Talk,Bellevue,2
21296,533,A,NC Tac 12,Police Tactical 12,Law Tac,NORCOM,2
21328,535,A,NC Tac 11,Police Tactical 11,Law Tac,NORCOM,1
21360,537,A,NC Data,Police Data,Law Talk,NORCOM,2
21392,539,A,NC Tac 1,Police Tactical 1 (Bellevue/Clyde Hill/Medina),Law Tac,NORCOM,2
21424,53b,A,NC Pol 1,Police Dispatch 1 (Bellevue/Clyde Hill/Medina),Law Dispatch,NORCOM,2
21616,547,A,EPSCA,Eastside Public Safety Communications Agency,Public Works,Eastside Public Safety Communications Agency,2
21648,549,A,ESPW Maint,Maintenance Common,Public Works,Eastside,2
21680,54b,A,KCFD Dist14A,Fire District 14 (Bellevue) Administration,Fire-Talk,King County Fire Districts,2
21712,54d,A,NC PD Emer,Police Emergency Button Talk Group,Law Tac,NORCOM,2
21744,54f,A,LocGov-E,Local Government East,Interop,King County Emergency Operations,2
21776,551,A,ESPD Intop4,Eastside Police Agencies Interoperation 4,Law Talk,Eastside Police Agencies,2
21808,553,A,ESPD Intop3,Eastside Police Agencies Interoperation 3,Law Talk,Eastside Police Agencies,2
21840,555,A,ESPD Intop2,Eastside Police Agencies Interoperation 2,Law Talk,Eastside Police Agencies,2
21872,557,A,ESPD Intop1,Eastside Police Agencies Interoperation 1,Law Talk,Eastside Police Agencies,2
21904,559,A,ENTF1,Eastside Narcotics Task Force 1,Law Tac,Eastside Police Agencies,1
22032,561,A,FTAC 7,Fire Tactical 7,Fire-Tac,NORCOM,2
22064,563,A,FTAC 6,Fire Tactical 6,Fire-Tac,NORCOM,2
22096,565,A,FTAC 5,Fire Tactical 5,Fire-Tac,NORCOM,2
22128,567,A,FTAC 4,Fire Tactical 4,Fire-Tac,NORCOM,2
22160,569,A,FTAC 3,Fire Tactical 3,Fire-Tac,NORCOM,2
22192,56b,A,FTAC 2,Fire Tactical 2,Fire-Tac,NORCOM,2
22224,56d,A,FTAC 1,Fire Tactical 1,Fire-Tac,NORCOM,2
22288,571,A,NORCOM Amb,NORCOM to Ambulance Companies,Interop,NORCOM,2
22320,573,A,IFD Disp,Fire Dispatch 3 (No longer used),Deprecated,Issaquah,2
22352,575,A,FDisp 2,Fire Dispatch 2 (Field Call Com Center),Fire Dispatch,NORCOM,2
22384,577,A,FDisp 1,Fire Dispatch 1 (Com Center Outbound),Fire Dispatch,NORCOM,2
22416,579,A,Radio Shop 2,Radio Shop 2,Public Works,King County Government,2
22544,581,A,KC RadioShop,King County Radio Shop,Public Works,King County Government,2
22736,58d,A,KCEOC-Ops,Emergency Operations Center Operations,Emergency Ops,King County Emergency Operations,2
22768,58f,A,KCEOC-Common,Emergency Operations Management Common,Emergency Ops,King County Emergency Operations,2
22800,591,A,KCEOCUW SEIS,EOC UW SEIS,Emergency Ops,King County Emergency Operations,2
22864,595,A,KC Emr Mgt1,Emergency Management Zone 1,Emergency Ops,King County Emergency Operations,2
22896,597,A,KC Emr Mgt3,Emergency Management Zone 3,Emergency Ops,King County Emergency Operations,2
22928,599,A,KC Emr Mgt4,Emergency Management Zone 4,Emergency Ops,King County Emergency Operations,2
22960,59b,A,KC Emr Mgt5,Emergency Management Zone 5,Emergency Ops,King County Emergency Operations,2
23088,5a3,A,Court Sec 2,Court Security 2,Security,King County Sheriff,2
23120,5a5,A,Court Sec 1,Court Security 1,Security,King County Sheriff,2
23152,5a7,A,KCSO N,Dispatch North,Law Dispatch,King County Sheriff,2
23184,5a9,A,KCSO Tac 2,Tactical 2,Law Tac,King County Sheriff,2
23216,5ab,A,KCSO SE,Dispatch Southeast,Law Dispatch,King County Sheriff,2
23248,5ad,A,KCSO Tac 3,Tactical 3,Law Tac,King County Sheriff,2
23280,5af,A,KCSO SW,Dispatch Southwest,Law Dispatch,King County Sheriff,2
23312,5b1,A,KCSO Tac 4,Tactical 4,Law Tac,King County Sheriff,2
23344,5b3,A,KCSO NW,Dispatch Northwest,Law Dispatch,King County Sheriff,2
23376,5b5,A,KCSO Tac 5,Tactical 5,Law Tac,King County Sheriff,2
23408,5b7,A,KCSO Sp Ops,Special Operations,Law Tac,King County Sheriff,2
23440,5b9,A,KCSO Tac 6,Tactical 6,Law Tac,King County Sheriff,2
23472,5bb,A,KCSO Data,Data Warrant Checks,Law Talk,King County Sheriff,2
23504,5bd,A,KCSO Tac 1,Tactical 1,Law Tac,King County Sheriff,2
23536,5bf,A,KCSO Tac 7,Tactical 7,Law Tac,King County Sheriff,2
23568,5c1,A,KCSO Tac 8,Tactical 8,Law Tac,King County Sheriff,2
23600,5c3,A,KCSO Tac 9,Tactical 9,Law Tac,King County Sheriff,2
23632,5c5,A,KCSO Tac 12,Tactical 12,Law Tac,King County Sheriff,2
23664,5c7,A,KC Event 1,Event 1,Multi-Tac,King County Government,2
23696,5c9,A,KC Event 2,Event 2,Multi-Tac,King County Government,2
23728,5cb,A,KC Event 3,Event 3,Multi-Tac,King County Government,2
23760,5cd,A,KC Event 4,Event 4,Multi-Tac,King County Government,2
23792,5cf,A,KC Event 5,Event 5,Multi-Tac,King County Government,2
23952,5d9,A,KCMT PD Prim,Police - Primary,Law Dispatch,King County Metro Transit,2
23984,5db,A,KCMT PD Tac,Police - Tactical,Law Tac,King County Metro Transit,1
24016,5dd,A,KCMT F7,F7,Transportation,King County Metro Transit,2
24048,5df,A,KCMT F8,F8,Transportation,King County Metro Transit,2
24112,5.00E+03,A,KCPD SR F2,Search and Rescue F2,Interop,King County Sheriff,2
24144,5.00E+05,A,KCPD SR F3,Search and Rescue F3,Interop,King County Sheriff,2
24176,5.00E+07,A,KC Courts,Courthouse,Public Works,King County Government,2
24208,5.00E+09,A,KC Court 1,Court Escorts 1,Law Talk,King County Government,2
24240,5eb,A,KC Court 2,Court Escorts 2,Law Talk,King County Government,2
24272,5ed,A,KC Court 3,Court Escorts 3,Law Talk,King County Government,2
24304,5ef,A,AMR Dispatch,AMR Dispatch,EMS Dispatch,King County Fire Districts,2
24400,5f5,A,KC JailOps 1,Jail Operations 1,Corrections,King County Government,2
